,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
472,200501BS70494,524740,179100,-0.204398,51.497033,1,3,3,1,04-09-2005,1,15:00,12,E09000020,3,315,Single carriageway,30,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002814,2005
473,200501BS70495,523520,181050,-0.221282,51.514826,1,3,2,1,03-09-2005,7,18:38,11,E09000013,3,3220,Single carriageway,30,Giveway or uncontrolled,3,40,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002877,2005
474,200501BS70496,527200,178750,-0.169105,51.493339,1,3,2,1,02-09-2005,6,23:55,12,E09000020,3,308,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002862,2005
475,200501BS70497,526620,177560,-0.177882,51.482775,1,3,2,1,13-09-2005,3,15:40,12,E09000020,3,3217,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002840,2005
476,200501BS70498,525200,180460,-0.197293,51.509154,1,3,1,1,20-09-2005,3,16:30,12,E09000020,3,4206,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002884,2005
477,200501BS70499,524210,180040,-0.211699,51.505597,1,3,2,1,19-09-2005,2,10:35,12,E09000020,3,402,Single carriageway,30,Automatic traffic signal,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002869,2005
478,200501BS70500,524610,181400,-0.205458,51.517732,1,3,1,1,21-09-2005,4,04:54,12,E09000020,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002830,2005
479,200501BS70501,524050,179700,-0.214123,51.502577,1,3,2,1,14-07-2005,5,09:00,12,E09000020,3,3220,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002869,2005
480,200501BS70502,527870,179280,-0.159267,51.497951,1,3,2,1,13-09-2005,3,09:00,12,E09000020,3,3216,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002818,2005
481,200501BS70503,527360,178430,-0.166917,51.490428,1,2,1,1,12-09-2005,2,11:15,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002914,2005
482,200501BS70504,526880,177470,-0.174172,51.481908,1,3,2,1,16-09-2005,6,08:25,12,E09000020,3,3220,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002840,2005
483,200501BS70505,524700,181030,-0.204292,51.514387,1,3,1,1,14-09-2005,4,22:10,12,E09000020,6,0,One way street,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002832,2005
484,200501BS70506,526060,178880,-0.185471,51.494763,1,3,1,1,08-09-2005,5,19:14,12,E09000020,3,4,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002835,2005
485,200501BS70507,526030,178410,-0.186071,51.490546,1,3,2,1,09-09-2005,6,19:14,12,E09000020,3,3218,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002898,2005
486,200501BS70508,525300,179430,-0.196218,51.499875,1,3,2,1,16-09-2005,6,09:05,12,E09000020,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002865,2005
487,200501BS70509,525060,179290,-0.199724,51.49867,1,3,1,1,13-09-2005,3,21:49,12,E09000020,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002817,2005
488,200501BS70510,527990,178350,-0.157876,51.489566,1,3,2,1,10-09-2005,7,18:27,12,E09000020,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,No,E01002902,2005
489,200501BS70511,525140,179330,-0.198558,51.499011,1,3,1,1,13-09-2005,3,16:09,12,E09000020,3,315,Single carriageway,30,Automatic traffic signal,4,316,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002817,2005
490,200501BS70513,525330,178360,-0.196166,51.490252,1,3,1,1,01-09-2005,5,14:55,12,E09000020,3,3220,Single carriageway,30,None,-1,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002846,2005
491,200501BS70514,524610,179270,-0.20621,51.498589,1,3,2,1,15-09-2005,5,07:40,12,E09000020,3,3220,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002864,2005
492,200501BS70515,524150,181700,-0.211979,51.520529,1,3,2,1,17-09-2005,7,13:19,12,E09000020,4,450,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002909,2005
493,200501BS70516,527380,177650,-0.16691,51.483413,1,3,1,1,17-09-2005,7,10:05,12,E09000020,3,3212,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002900,2005
494,200501BS70517,525010,180390,-0.200054,51.508566,1,2,2,1,25-09-2005,1,11:42,12,E09000020,3,402,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002828,2005
495,200501BS70518,527010,179020,-0.171743,51.495809,1,3,2,1,15-09-2005,5,16:40,12,E09000020,3,4,Single carriageway,30,Giveway or uncontrolled,3,3218,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002821,2005
496,200501BS70519,526090,177600,-0.185496,51.483253,1,3,2,1,13-09-2005,3,04:52,12,E09000020,3,304,Single carriageway,30,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002912,2005
497,200501BS70521,526240,178880,-0.18288,51.494723,1,3,1,1,20-09-2005,3,19:01,12,E09000020,4,325,Single carriageway,30,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002835,2005
498,200501BS70523,525250,178950,-0.197108,51.495572,1,2,2,1,22-09-2005,5,13:15,12,E09000020,3,3220,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002815,2005
